,0
0,1702355.0163196046
1,1741447.6410838123
2,1758260.8802551948
3,1764548.364545599
4,1765949.3859096242
5,1765881.4594193946
6,1778241.837705805
7,1788968.527915203
8,1788639.9921409048
9,1809762.8945607045
10,1810202.3365200078
11,1817980.5810435836
12,1827542.9890508247
13,1824213.7322366147
14,1823120.9414118477
15,1827076.709782552
16,1850013.7368468393
17,1837602.7013298026
18,1805430.47860115
19,1802319.709880315
20,1808637.2320637426
21,1770799.212430041
22,1695826.8666575504
23,1722578.956880037
24,1722588.84219751
25,1647638.7809519642
26,1673486.699937576
27,1693963.2696597248
28,1696687.9946834717
29,1710209.2685229238
30,1725526.950422991
31,1723899.4125101827
32,1715125.6520684848
33,1702322.9863215012
34,1711519.099663706
35,1736484.6686392715
36,1756502.4057977695
37,1735838.93622365
38,1711732.6084274063
39,1683516.9526958556
40,1673025.897041289
41,1695547.6081728716
42,1700220.6099910159
43,1702217.3582112202
44,1712135.806646933
45,1744966.9448635727
46,1743853.3079987296
47,1734750.5052055195
48,1723310.5795039262
49,1732010.178853846
50,1740835.4608292514
51,1710229.9928905044
52,1714368.7761998144
53,1714553.8668350677
54,1674464.6199891965
55,1639429.5815351494
56,1684934.1743325111
57,1655764.5170160423
58,1653826.6912533517
59,1674315.8098280467
60,1642521.5960597827
61,1669844.699446629
62,1686716.9514834723
