,0
0,1914018.8118710483
1,1916929.516260273
2,1907667.395860511
3,1909834.4581903815
4,1912044.4749707757
5,1916477.3995729284
6,1921824.123762568
7,1941184.3516577405
8,1950831.6253057856
9,1956158.9698292066
10,1967027.5250661632
11,1993277.9879145743
12,1980271.0198252501
13,1971466.5497837157
14,1973011.4905729624
15,1978447.539034595
16,1983353.1891450551
17,1957434.877438655
18,1948544.3667439292
19,1964650.2680997145
20,1956315.1603592215
21,1925049.0139959492
22,1922313.4360855313
23,1922888.2208101696
24,1939529.8530677562
25,1902362.9813082695
26,1915630.4887747755
27,1922939.9776069506
28,1932700.490565648
29,1920978.8348185543
30,1909849.725312832
31,1920248.1379220071
32,1905786.823118382
33,1883839.176874021
34,1883221.1742100378
35,1865217.6764433952
36,1850236.7274601632
37,1851994.1643446693
38,1831824.1241504902
39,1839163.7102141932
40,1874799.2511979064
41,1880954.7799185908
42,1900115.1363972963
43,1917238.246882313
44,1926863.0556421988
45,1927247.6461750767
46,1920186.9975889784
47,1931679.0638534732
48,1928172.6349778397
49,1932478.1698194754
50,1952966.0578108223
51,1957245.051362475
52,1982136.9828573444
53,1982436.952320087
54,1977076.2336892916
55,1957894.7370518984
56,1961289.6996544197
57,1963751.8195604926
58,1970477.5720273857
59,1980850.061994919
60,1979745.7989419703
61,1995509.1976737455
62,1989138.5099113227
