,0
0,1158708.6518640148
1,1153369.6603224385
2,1152216.295361904
3,1161559.33428556
4,1170036.6099704427
5,1172806.0154958784
6,1170409.8589872208
7,1176324.8652140342
8,1173169.2469075809
9,1176617.2903419416
10,1173700.45802895
11,1181926.8571680265
12,1176973.1451534824
13,1181262.7681841294
14,1177501.8527497484
15,1177311.9515802474
16,1176234.2866740064
17,1180034.789583318
18,1186116.7833689481
19,1190354.8473182684
20,1188970.6215372481
21,1192419.8233074127
22,1190379.7477644188
23,1209399.506129096
24,1207220.1558767732
25,1207714.7350792843
26,1205561.0776044184
27,1211635.769964773
28,1212723.6091548004
29,1210772.3034647305
30,1206954.5943429372
31,1210501.8042994493
32,1214253.4517475737
33,1209850.340072658
34,1208216.0133567639
35,1209575.1359183425
36,1201594.7249153273
37,1201872.6136808845
38,1202094.8791429456
39,1206255.9488503977
40,1202487.440307685
41,1201633.0365084934
42,1201399.15487767
43,1206424.0939313753
44,1213631.6694432874
45,1213120.3046535046
46,1212459.454551468
47,1183133.2323596657
48,1199616.9001886742
49,1181908.2705243274
50,1183927.5098482552
51,1197748.6684631964
52,1196751.8910384993
53,1194819.6120014254
54,1197302.292630799
55,1211698.2910821342
56,1219810.1904757472
57,1213411.825548982
58,1204427.2600940682
59,1214205.2316110674
60,1220265.1176571033
61,1217550.6668801133
62,1225858.802254034
