,0
0,-10796.825939077185
1,8565.825916169677
2,17021.244804363698
3,-9406.712277121143
4,16640.778682766482
5,-10262.82528298418
6,7431.118233869085
7,20696.77676313999
8,7318.2240521973
9,-11393.828191326931
10,-5073.598385838326
11,2447.7969702025875
12,-15735.437576670432
13,-36123.436682860134
14,14492.024148541968
15,-2763.939694436267
16,12013.476617772598
17,-51254.25732039497
18,14299.096367461141
19,23428.40352247865
20,38278.21602871409
21,8369.402372744866
22,-20365.10389453871
23,7950.170827077236
24,7964.458702380769
25,21487.705875778105
26,-5198.391447614878
27,15240.451771293767
28,-9009.863595433068
29,6772.060089418665
30,-4312.471903091762
31,-29023.925741606392
32,-87826.7416980518
33,-70767.85210548923
34,-21456.71315126354
35,-67697.15853453986
36,10767.266505487962
37,74030.58749412629
38,-69940.41771608614
39,73131.19668179937
40,-72190.04576925375
41,-33165.41322742845
42,-144288.45580641506
43,86901.13621803
44,-85199.80963994749
45,-175865.3807000278
46,133703.70241909963
47,-1652.9870294881985
48,0.0
49,0.0
50,0.0
51,0.0
52,-7548.289655450266
53,-375.8972031441517
54,2711.932050060015
55,41165.006735841045
56,-55985.22681369493
57,52354.034123792546
58,-2819.420325234765
59,-72764.26578975609
60,22642.523363302927
61,-28781.329416622408
