,0
0,-881.6200550210197
1,-17352.121994572924
2,-32749.369090708904
3,-8108.3870769238565
4,5418.421282228432
5,8113.834128899849
6,-35738.09857924818
7,16845.907907280372
8,-34372.079898038995
9,3771.7296385492664
10,-15218.132244946086
11,4043.48846384068
12,28216.041184641887
13,-19679.19780083385
14,14435.922251177835
15,-7998.423974590492
16,25972.226360306377
17,11912.364685193053
18,-5793.056444764836
19,-30981.79259140964
20,-1269.5052621754585
21,7537.876157977153
22,-22418.59808422369
23,-19504.090566626168
24,-6773.3878020189
25,-843.5411182487151
26,-13103.262089743745
27,22086.944013424218
28,19735.21805426234
29,16919.31179775251
30,-9031.886018997408
31,1001.8912357542431
32,23365.29974625574
33,-18141.791357599548
34,3270.4920526392525
35,11421.251420514309
36,949.4907315570163
37,-5695.942504208768
38,33424.82011197379
39,2972.6772793112323
40,2809.0456717878114
41,2080.712933200877
42,-4885.746683841804
43,-13163.249376634602
44,4688.37962777575
45,3325.6065692106495
46,17107.54362170282
47,191.47389305266552
48,-2361.394492282532
49,3470.6130611251574
50,21349.16695505404
51,11564.855383109301
52,-841.1677200214472
53,-5457.948549828492
54,-1198.3228417295031
55,3057.842798855854
56,719.0600571886171
57,11819.72454987187
58,4810.774050254142
59,-142.33619124256074
60,9841.766811898677
61,-7750.42197009502
