,0
0,-2567.262355440762
1,8393.983937418321
2,13415.08647852228
3,14529.466286436655
4,-3488.2685044377577
5,-6970.832284438657
6,-5136.599086121656
7,977.5152766869869
8,-4005.1183145511895
9,-267.51177721703425
10,2182.11030804459
11,7386.0651768739335
12,-10980.406311734812
13,11190.856291431468
14,-5559.7449814118445
15,-6731.962713002926
16,-25805.571555803996
17,-20862.423014000757
18,-16063.600220748456
19,-54153.33906190726
20,20964.98756885901
21,5263.699660667451
22,31926.080426145345
23,-13259.912163844798
24,-21067.024001913378
25,28282.627200402785
26,-57644.219056358794
27,5739.462819115957
28,26401.870708427625
29,21298.784633649513
30,-18064.78884565644
31,13954.152392668184
32,11507.040828951634
33,-49687.399255506694
34,20199.646623176755
35,29362.95731139765
36,15503.107166030444
37,26775.647214876022
38,-2446.1544929929078
39,-17887.496088986052
40,25776.687823053217
41,17724.715764941182
42,17040.306257457007
43,-9723.540859534405
44,-8197.145932913292
45,-6336.089483128162
46,-3138.131434639916
47,7304.078731186921
48,-5568.956540911458
49,9073.290169922402
50,-9637.082578310277
51,-16507.039547084132
52,-15462.706622016383
53,1137.7202258920297
54,-17078.833055010065
55,15552.758643118897
56,-6164.406503484352
57,-9285.505442910362
58,5844.982057383051
59,-34972.21600606525
60,-20432.373247292824
61,20935.099840989336
