,0
0,1724317.5686741006
1,1756000.929656554
2,1764938.9780560269
3,1768495.0189239597
4,1759265.1739638688
5,1778644.2260026447
6,1776542.569237921
7,1771616.502318755
8,1781330.0006233654
9,1786626.6746584696
10,1782784.9640689676
11,1779407.668088657
12,1778363.015393859
13,1796770.50442538
14,1820642.1685540762
15,1823129.119431106
16,1819257.590922798
17,1808709.1684007177
18,1819572.5517479244
19,1813569.6567530716
20,1819231.0047843785
21,1828140.4925903396
22,1836268.0914638315
23,1842763.3107744807
24,1837225.7488170168
25,1816405.8931563653
26,1804895.6139573785
27,1796537.5168647193
28,1805219.7427685924
29,1805132.8988245553
30,1815585.1585634206
31,1823242.47477476
32,1828873.6901378047
33,1846271.1668967623
34,1848301.9892298258
35,1843939.7541952985
36,1855726.461007795
37,1865540.7884469533
38,1865627.2337637355
39,1872626.957792968
40,1870322.6346896095
41,1873881.557728011
42,1867010.8724625376
43,1874725.3707537903
44,1876385.7255360445
45,1880501.9741382124
46,1879982.8355116006
47,1877837.8504444628
48,1875697.5713976254
49,1887561.0076475847
50,1885433.6324614862
51,1877634.561332438
52,1891026.875852434
53,1890969.9651376996
54,1901695.9356361825
55,1903895.0230332762
56,1892626.0719356402
57,1887690.1305342452
58,1885905.7241248314
59,1887679.6863275524
60,1899086.977696393
61,1906678.6112052458
62,1908268.6590311225
