,0
0,11822.360157094081
1,-3930.2498244566377
2,-15928.726366159157
3,20061.812961340067
4,-19809.797489707707
5,-6217.071891815634
6,-17641.102686082595
7,5161.254238604801
8,-8088.610998094431
9,-4875.041559784324
10,14156.584842046956
11,-2548.489661933738
12,8318.187888993882
13,-461.289957610541
14,14853.396102138446
15,6304.474364659982
16,-1230.3336141762557
17,10915.489392031217
18,83.1944400544744
19,10255.93703367305
20,9251.072592685698
21,1219.9093032630626
22,-1988.4593851026148
23,5694.5039069876075
24,-21.892633621348068
25,-2310.067288945196
26,3779.42235049163
27,770.9118143941741
28,-3606.969414827181
29,-1371.4917623931542
30,-2155.7835415252484
31,921.1509635897819
32,2537.342421749374
33,-2139.5311053406913
34,-1071.4477538282517
35,6783.023110304959
36,2425.163463748526
37,-3011.8066854937933
38,2813.9118734726217
39,3389.262697014725
40,-3493.222806478385
41,4920.295170211699
42,1263.1651493511163
43,2199.0214545740746
44,2035.5725525084417
45,-3526.1846317278687
46,-2758.0905744980555
47,-12688.710655964212
48,5660.576206960017
49,-20219.422482888214
50,-8204.372392613906
51,-5298.09151656623
52,8190.523752185283
53,28221.449766626116
54,5579.683432614431
55,9167.97505490575
56,-506.3943625264801
57,951.2370167067274
58,3254.227727786638
59,-1289.843885172857
60,-6187.988590260269
61,-10953.376337218797
