,0
0,-2936.5604030597024
1,39278.98221663502
2,11634.299645988038
3,217.7893909330014
4,60613.612313544145
5,-23406.81008966826
6,8138.120763321407
7,34474.03491679812
8,-20395.744955315953
9,-48851.21112748375
10,34594.246523474576
11,10047.11306685512
12,16764.047752572922
13,15825.904903919902
14,-24636.847834399203
15,69334.77641669195
16,-13096.54140214296
17,-41219.44164446113
18,11362.71896349336
19,18395.97770545166
20,-9403.451659045648
21,19262.71361164027
22,24890.657258137595
23,7427.178744715871
24,-40350.51654091128
25,-24522.25415892084
26,17213.76286389283
27,21605.187682314543
28,41372.915053101955
29,-20728.3462349826
30,25294.673839041032
31,-14177.325077766087
32,-349.2161858500913
33,16196.07842885051
34,23796.927279766882
35,-5711.821326932637
36,12971.961760264589
37,5060.905602667481
38,16393.04636099795
39,15673.424802762223
40,-14223.230410309276
41,43819.74883242673
42,14570.713079888606
43,-3605.8320829279255
44,-5668.785101619316
45,-101589.57083554287
46,15057.335733895656
47,16602.975490196375
48,45635.1272724194
49,3766.4895906036254
50,-9212.054787676316
51,-9992.31312427437
52,19968.55364981247
53,7307.670563607244
54,-48747.8967590658
55,21080.35520853661
56,-71059.60905264667
57,34819.95233882032
58,26799.423006572062
59,25807.507035464514
60,14192.139944255352
61,34779.0583232271
