,0
0,5641.50593148917
1,5297.71580876084
2,11476.911125218496
3,1159.7195259854198
4,-1025.3948333074804
5,1842.8761389488354
6,-1507.6289266929962
7,2633.8317450964823
8,-6609.604430534411
9,2777.8299333578907
10,-4052.3535791072063
11,3486.768597550923
12,2841.334481519414
13,7883.502362770261
14,9334.870215917937
15,1092.891038301168
16,2163.134735820815
17,-10129.972491419408
18,-9732.26810636674
19,-1365.3551586363465
20,-2004.8394658323377
21,9342.791463405825
22,1458.7539240277838
23,7132.021637025289
24,1486.907764223637
25,5386.1258273001295
26,13167.272980342852
27,5294.725868508685
28,2632.808920477284
29,6191.330634074984
30,1085.2576502691954
31,-1443.0583847786766
32,5999.5894382542465
33,3235.046543085249
34,-5625.022768476047
35,-991.615106342826
36,2431.9117695365567
37,17257.923739783466
38,14606.647099102149
39,-6566.299598660786
40,204.5071820113808
41,-3671.8351230018307
42,139.26840412057936
43,1971.60672237142
44,2691.860602828441
45,3504.7468316357117
46,4579.627441626042
47,-1143.7290855275933
48,5079.248131013475
49,-746.7197424815968
50,-474.0691035997588
51,-3877.4679468472023
52,-16912.759374412475
53,2630.494832291035
54,-6136.551356184296
55,-2585.633914874168
56,4851.368295398541
57,9137.529031303013
58,423.4175726212561
59,4611.641217106022
60,-3048.246178430738
61,-550.8771285559051
