,0
0,8017.4884312492795
1,-1252.2409264605958
2,4690.556305021746
3,2321.5130015767645
4,1671.1742868998554
5,-2427.8656449881382
6,5875.830115629826
7,-3693.9857351013925
8,3483.4360950018745
9,-2759.368413496064
10,8491.923760990612
11,-3624.50453763362
12,3326.0957197265234
13,-3093.167757817777
14,-6281.007133889943
15,-3837.9993128965143
16,1363.8899304335937
17,1595.8569131551776
18,2152.269869267242
19,-3446.9728662988637
20,3374.415242411662
21,-2760.179698691936
22,15914.162608283106
23,-1389.7480864191893
24,782.8331710509956
25,-3266.7088845791295
26,5015.623552552424
27,2973.2469183830544
28,-544.330866191769
29,-2868.765705919126
30,1013.0738851027563
31,2806.418457388878
32,-3709.936589158373
33,-378.3859858305659
34,1785.0104339425452
35,-3497.279844779521
36,-3913.4105971592944
37,-3521.4722880634945
38,3052.967544310959
39,-522.8161960965954
40,-974.6563661547843
41,-4491.058582977392
42,4466.980370442383
43,4700.700564959552
44,-1161.8792329418939
45,-37.37055274331942
46,-28609.457120467676
47,16156.144191427622
48,-20212.369361396413
49,-180.8661279201042
50,11219.196577564348
51,-6647.985890271608
52,1979.6014676778577
53,4895.798244423233
54,17661.010074570775
55,4765.799433712382
56,-4898.090796002885
57,-9111.584673210513
58,4370.945161798038
59,5946.124724971596
60,-9242.536420548568
61,14059.872992824996
