,0
0,1686716.9514834723
1,1664857.4482019497
2,1667391.9460061092
3,1698516.9985832246
4,1689556.3555117452
5,1700760.935515728
6,1697403.2343313778
7,1706403.0320926083
8,1722217.5479644525
9,1723023.5780662282
10,1714257.7014439646
11,1700925.7834066441
12,1700622.806121708
13,1679781.9958432713
14,1681724.0835753016
15,1706474.8087199035
16,1702609.1505913963
17,1709236.1928627954
18,1704392.3358688422
19,1698645.3080252646
20,1692448.021848188
21,1713373.60787773
22,1723346.595492319
23,1718346.4842075268
24,1732866.249032929
25,1741937.8921673887
26,1750482.571216173
27,1753348.3135092366
28,1739937.1255574906
29,1743141.736825437
30,1738205.4892083865
31,1730803.2471316687
32,1734789.381706569
33,1736513.8947462868
34,1744454.7679712088
35,1741530.491689584
36,1741714.5097093033
37,1718346.1034921191
38,1739146.1803379443
39,1728718.7932346403
40,1748911.2974242226
41,1756170.3944819833
42,1754969.846172223
43,1773392.7688725193
44,1766357.5239939343
45,1768362.6460939941
46,1761377.6202419396
47,1765010.418562138
48,1761883.736652189
49,1768490.122830425
50,1772491.7982310734
51,1763277.2576833954
52,1760710.0910391454
53,1767951.4080638678
54,1758106.0897912588
55,1759134.453935598
56,1733336.4089720408
57,1731228.9839574536
58,1714844.7992529671
59,1725312.003964847
60,1718985.2821567794
61,1731573.7291703883
62,1724317.5686741006
