,0
0,16087.444071545266
1,8938.048399472842
2,3556.0408679328393
3,-9229.844960090937
4,19379.05203877599
5,-2101.656764723826
6,-4926.066919165896
7,9713.498304610373
8,5296.6740351042245
9,-3841.7105895020068
10,-3377.295980310533
11,-1044.6526947980747
12,18407.489031520905
13,23871.664128696313
14,2486.9508770296816
15,-3871.528508307878
16,-10548.422522080364
17,10863.383347206749
18,-6002.894994852832
19,5661.348031306872
20,8909.487805961166
21,8127.598873491865
22,6495.219310649205
23,-5537.561957463855
24,-20819.855660651578
25,-11510.279198986711
26,-8358.097092659213
27,8682.225903873099
28,-86.8439440371003
29,10452.259738865308
30,7657.316211339319
31,5631.215363044757
32,17397.476758957608
33,2030.8223330634646
34,-4362.235034527257
35,11786.70681249653
36,9814.327439158224
37,86.4453167822212
38,6999.724029232515
39,-2304.3231033585034
40,3558.923038401408
41,-6870.685265473323
42,7714.498291252647
43,1660.3547822542023
44,4116.248602167936
45,-519.1386266117916
46,-2144.98506713775
47,-2140.2790468374733
48,11863.436249959283
49,-2127.3751860985067
50,-7799.071129048243
51,13392.314519996056
52,-56.910714734345675
53,10725.97049848293
54,2199.087397093652
55,-11268.951097636018
56,-4935.941401395015
57,-1784.4064094137866
58,1773.9622027210426
59,11407.291368840495
60,7591.633508852916
61,1590.0478258766234
