,0
0,-1999.7934566410258
1,-17477.278393374756
2,7028.649947564583
3,-7682.732613089494
4,-46276.03449910949
5,-39590.22333368566
6,23512.824176123133
7,-9047.153163451701
8,32880.212927236455
9,9910.050830504624
10,-22146.986485104077
11,-3955.6689659848344
12,-12320.684099238832
13,-12476.894622248597
14,-46013.92901402176
15,22394.36626469996
16,-30962.83428601036
17,-8291.496831798228
18,27647.46406324953
19,16740.928655249998
20,10305.077200124739
21,-4136.703628290677
22,13883.312965640565
23,9433.567798462464
24,36193.68074175017
25,-6765.17501699226
26,-57.09905425272882
27,-29175.376496191835
28,1679.0495478264056
29,-10986.257882013451
30,14085.645752513548
31,928.1020862865262
32,-20629.683911627624
33,-17967.899909512606
34,-3136.9792520059273
35,-5305.804829222616
36,17543.81290530041
37,10858.084927881137
38,40639.38159500854
39,1824.2878450902645
40,15374.153158553643
41,11676.484352220781
42,-51544.676416539354
43,-2395.409044422675
44,-32542.750492727384
45,10261.398488950217
46,-634.7256380377803
47,2544.4427174362354
48,617.0537701274734
49,-41611.44693038799
50,-39626.741437474266
51,2647.554191820789
52,-18596.321151297307
53,-22853.973453547806
54,-29063.58912317385
55,-45687.8473621537
56,71877.89911631355
57,22291.32315416122
58,-212.6015311582014
59,12661.956946973223
60,-5729.551350367954
61,-40015.84618362179
