,0
0,8037.790280381683
1,-17532.60679156985
2,4984.444481259678
3,-501.414425740717
4,14192.791108281119
5,16475.400796032744
6,2826.9965497767553
7,-4160.2486302873585
8,7290.532005503541
9,7463.615806526737
10,7247.531206255313
11,-9173.95024036034
12,5067.983260147739
13,-4054.615612442605
14,6942.414030251093
15,10208.175335806329
16,-15439.733785396675
17,-3782.162641824456
18,10623.854292419506
19,-12931.043457255233
20,-12717.928518670611
21,-286.8573623113334
22,3093.665973630501
23,-4379.694302885793
24,18662.13416183833
25,-10914.558063630247
26,-140.55973051767796
27,-1629.7108454171102
28,9968.849927066825
29,-7679.50175648788
30,12234.320018366212
31,-12773.857119822875
32,3859.6428649045993
33,-18.474796686321497
34,13347.488793420605
35,10687.802783209132
36,-2257.403512472054
37,4575.597831374034
38,-3409.1086546124425
39,4371.220899561187
40,-479.6041295500472
41,-7710.759771975456
42,6542.1777999342885
43,1526.251663221512
44,1028.2571682166308
45,-1893.6318754379172
46,-14491.64641258982
47,-5496.597646717681
48,-5215.536484133685
49,-76.33209746470675
50,4782.839757825946
51,-5079.903956072405
52,10653.753806066932
53,3705.8495701332577
54,-3821.0526007618755
55,21803.8255700022
56,-47278.65690355166
57,-15091.544872912345
58,19045.28704730887
59,20286.336892563617
60,13498.541013405425
61,-1089.1073205163702
