,0
0,671.5337542747147
1,1432.3348388955928
2,4172.48959462787
3,1601.98855145392
4,-7997.9418473572005
5,2430.4683800893836
6,8033.554443313973
7,-2075.417862156639
8,-14390.213643117342
9,9088.565931914141
10,-3233.465357932728
11,7682.584262366174
12,5239.949220898328
13,-692.1302147186361
14,-2602.1780941479374
15,5394.686907363124
16,-1810.6173466008622
17,-11228.019161520991
18,11177.93856939883
19,2487.345730250934
20,-10200.781497905962
21,-4319.3723234243225
22,4255.724057882093
23,9708.12074602535
24,-6794.800161667401
25,-2228.124889947474
26,1743.7396463043988
27,12684.17628623196
28,963.9178405967541
29,-1080.5123777610715
30,1087.7693361793645
31,-507.86110287858173
32,1454.7304320642725
33,-4836.606823498616
34,-13320.645146783674
35,8944.58791054925
36,1331.4280235590413
37,-5619.440099594882
38,2592.7451121718623
39,-405.94728517811745
40,1413.9517140802927
41,-7813.315374941565
42,-1136.2016975635197
43,-6701.777461168123
44,4615.83628067933
45,13610.385347983101
46,2342.875320488354
47,-10688.834499861812
48,-6145.195053607458
49,8081.844811638584
50,1399.579954420682
51,11197.837195954518
52,-5502.708578216145
53,4172.3435890339315
54,-1035.8336084666662
55,-8039.707696265308
56,-2860.164382547606
57,482.48474909644574
58,-20884.93289672304
59,2048.566528331954
60,6897.43850263604
61,1743.3676490613725
