,0
0,2077579.5321958042
1,2077067.3916067933
2,2074990.3334161378
3,2074990.3334161378
4,2074990.3334161378
5,2074990.3334161378
6,2074990.3334161378
7,2074990.3334161378
8,2074990.3334161378
9,2074990.3334161378
10,2074990.3334161378
11,2074990.3334161378
12,2074990.3334161378
13,2074990.3334161378
14,2074990.3334161378
15,2074990.3334161378
16,2074990.3334161378
17,2074990.3334161378
18,2074990.3334161378
19,2074990.3334161378
20,2074990.3334161378
21,2074990.3334161378
22,2074990.3334161378
23,2074990.3334161378
24,2074990.3334161378
25,2074990.3334161378
26,2074990.3334161378
27,2074990.3334161378
28,2074990.3334161378
29,2074990.3334161378
30,2074990.3334161378
31,2074990.3334161378
32,2074990.3334161378
33,2074990.3334161378
34,2074990.3334161378
35,2074990.3334161378
36,2074990.3334161378
37,2074990.3334161378
38,2074990.3334161378
39,2074990.3334161378
40,2074990.3334161378
41,2074990.3334161378
42,2074990.3334161378
43,2074990.3334161378
44,2074990.3334161378
45,2074990.3334161378
46,2051951.7999074673
47,2050970.6975689163
48,2050970.6975689163
49,2050970.6975689163
50,2050970.6975689163
51,2050970.6975689163
52,2050970.6975689163
53,2050970.6975689163
54,2050970.6975689163
55,2032291.5976218525
56,2031517.5804307992
57,2031517.5804307992
58,2031517.5804307992
59,2027674.3118079389
60,2040365.2203971827
61,2039180.5297158118
62,2039180.5297158118
