,0
0,7952.548179558013
1,16296.557954414282
2,1084.9166255076416
3,-2855.1784061403014
4,8282.742180417292
5,6242.857190572657
6,-1261.5637123913039
7,5914.072835611412
8,9313.247168391012
9,-9265.832614602288
10,11289.57791371434
11,-888.6337742744945
12,9467.117810842115
13,-5105.726125000976
14,21959.446282804245
15,-3545.585183686344
16,-1751.0470065099653
17,10338.175253670895
18,-7763.883130974835
19,-1991.0935712719802
20,2376.0539492755197
21,1846.2345526961144
22,-2027.811609582277
23,-5683.815910707461
24,762.7328149867244
25,-1031.7602613405325
26,-6287.089810164878
27,-2653.2149235105608
28,5642.579963202588
29,-2013.9442034985404
30,-16290.625681698788
31,14003.755981535185
32,-6331.759262789972
33,6053.335554005578
34,17558.54819823196
35,-4493.9159118230455
36,1585.9605402611196
37,3746.6673887690995
38,16445.15157397883
39,1204.059148175409
40,26213.82228213991
41,-2999.498744227458
42,-9496.024035039824
43,-4047.8044133177027
44,5187.538268791512
45,5591.896182297729
46,9617.608260173816
47,3457.2386778676882
48,2183.0581984347664
49,-1027.2416011195164
50,-6810.661504565971
51,9921.741710389266
52,2929.4250917690806
53,-3648.2158899630886
54,8530.811880641151
55,-2429.348892787937
56,-774.93333131494
57,1187.0658391781617
58,2274.52460678434
59,120.38023473974317
60,-3362.894302861532
61,15625.0974024795
